"New Customers","Pelanggan Baru"
"New Design Change","Perubahan desain baru"
"New Email Template","Template Email Baru"
"New Group","Grup Baru"
"New Invoice","Faktur Baru"
"New Item Type","Jenis Item baru"
"New Memo","Memo Baru"
"New Memo for #%s","Memori Baru Untuk #%s"
"New Page","Halaman Baru"
"New Password","Kata sandi baru"
"New Poll","Pol Baru"
"New Profile","Profil Baru"
"New Rate","Rate Baru"
"New Rating","Rating Baru"
"New Review","Tinjauan baru"
"New Role","New Role"
"New Rule","Aturan Baru"
"New Search","Pencarian"
"New Set","Set baru"
"New Shipment","Pengiriman Baru"
"New Sitemap","Sitemap Baru"
"New Store View","Tampilan toko baru"
"New System Template","Template Sistem Baru"
"New Tag","Tag Baru"
"New Template","Template baru"
"New User","Pengguna Baru"
"New Variable","Variable Baru"
"New Website","Situs baru"
"New attribute set mapping","New attribute set mapping"
"New password field cannot be empty.","Kolom kata sandi baru tidak boleh kosong."
"Newsletter","Laporan Berkala"
"Newsletter Problems","Masalah Buletin"
"Newsletter Queue","Buletin antrian"
"Newsletter Subscribers","Berlangganan buletin"
"Newsletter Templates","template buletin"
"Next month (hold for menu)","Bulan depan (Tahan untuk menu)"
"Next year (hold for menu)","Tahun depan (tahan untuk menu)"
"No","Tidak"
"No (price without tax)","Tidak (harga belum termasuk Pajak)"
"No Data","No Data"
"No Data Found","Data tidak ditemukan"
"No Templates Found","Tidak ada template ditemukan"
"No change","Tidak Ada Perubahan"
"No customer id defined.","Tidak ada ID konsumen yang didefinisikan."
"No information available.","Tidak tersedia informasi."
"No profile loaded...","Tidak ada profil dimuat..."
"No records found for this period.","Tidak ada record ditemukan pada periode ini."
"No records found.","Tidak ada Rekam ditemukan."
"No report code specified.","Tidak Ada Laporan Kode Khusus."
"No search keywords.","Tidak ada kata kunci pencarian."
"No search modules were registered","Tidak Ada Modul Pencarian Yang terdaftar"
"No wishlist item id defined.","Tidak Ada ID Barang daftar keinginan yang didefinisikan."
"None","Tidak satupun"
"Note:","Catatan:"
"Notes","Catatan"
"Notifications","Notifikasi"
"Number of Orders","Jumlah pesanan"
"Number of Uses","Jumlah penggunaan"
"Number of Views","Jumlah dari tampilan"
"Number of records:","Jumlah Catatan:"
"OAuth Consumers","OAuth Consumers"
"OAuth authorization for admin","OAuth authorization for admin"
"OAuth authorization simple for admin","OAuth authorization simple for admin"
"OK","OK"
"Old rate:","Harga Lama:"
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details."
"One or more of the Cache Types are invalidated:","Satu atau lebih dari Jenis Cache tidak divalidasi :"
"Online Customers","Pelanggan Online"
"Only Once (version upgrade)","Only Once (version upgrade)"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available."
"Only mapped fields","Hanya bidang yang dipetakan"
"Optional","Opsional"
"Options","Opsi"
"Options is required","Opsi diperlukan"
"Order","Pembelian"
"Order #%s","Pesanan #%s"
"Order #%s (%s)","Pesanan #%s (%s)"
"Order Created Date","Urutan Tanggal Dibuat"
"Order ID","ID pesanan"
"Order Totals","Total pesanan"
"Order Updated Date","Tanggal Perbaruan Pesanan"
"Order Updated Date report is real-time, does not need statistics refreshing.","Laporan Tanggal Perbaruan Pesanan Waktu Riil,Tidak Memerlukan perbaruan Statistik."
"Orders","Pesanan"
"Original Magento attribute names in first row:","Nama atribut magento asli dalam baris pertama"
"Out of stock","Habis"
"PDT (Payment Data Transfer) Only","PDT (Transfer Data Pembayaran)Saja"
"Package Extensions","Ekstensi Paket"
"Pages","Halaman"
"Parent Product Thumbnail","Induk Produk Thumbnail"
"Parent Transaction ID","Transaksi ID orangtua"
"Passive mode","Mode Pasif"
"Password","Kata sandi"
"Password Confirmation","Konfirmasi Kata sandi"
"Password confirmation must be same as password.","Konfirmasi Kata Sandi Harus Sama Dengan Kata Sandi."
"Password must be at least of %d characters.","Kata Sandi minimal Harus  %d karakter."
"Password must include both numeric and alphabetic characters.","Kata Sandi Harus Mencantumkan  Karakter numeric dan alphabetic ."
"Password:","Password:"
"Path:","Jalur:"
"Payment method instance is not available.","Metode Pembayaran instant tidak tersedia."
"Payment method is not available.","Metode Pembayaran Tidak tersedia."
"Payment method must be specified.","Metode Pembayaran harus dispesifikasikan."
"Pending Reviews","Tinjauan tertunda"
"Pending Tags","Tag Tertunda"
"Per Item","Per barang"
"Per Order","Per Pembelian"
"Percent","Persentasi"
"Performed At","Dilakukan Pada"
"Period","Periode"
"Permanent (301)","Permanen (301)"
"Permissions","Permissions"
"Personal Information","Informasi Personal"
"Phone:","Telepon:"
"Please Select","Silakan Pilih"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Please confirm site switching. All data that hasn\'t been saved will be lost."
"Please enter 6 or more characters.","silkan masukan 6 atau lebih karakter"
"Please enter a number greater than 0 in this field.","Silakan masukan angka lebih besar dari 0 di field ini."
"Please enter a valid $ amount. For example $100.00.","Please enter a valid $ amount. For example $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Please enter a valid URL. For example http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Please enter a valid URL. http:// is required"
"Please enter a valid credit card number.","Silakan masukkan nomor kartu kredit yang valid."
"Please enter a valid date.","Silkan masukan tanggal yang berlaku"
"Please enter a valid email address. For example johndoe@domain.com.","Silakan masukan alamat email yang valid. For example johndoe@domain.com."
"Please enter a valid email.","Silakan masukan email valid."
"Please enter a valid number in this field.","Silakan masukan nomor yang berlaku pada field ini"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Please enter a valid social security number. For example 123-45-6789."
"Please enter a valid value from list","Silakan masukan nilai yang valid dari daftar"
"Please enter a valid value, ex: 10,20,30","Silakan masukan nilai yang valid, contoh: 10,20,30"
"Please enter a valid zip code.","Silakan masukan kode pos yang berlaku"
"Please enter a valid zip code. For example 90602 or 90602-1234.","Silakan masukan kode pos yang berlaku For example 90602 or 90602-1234."
"Please enter another credit card number to complete your purchase.","Silakan masukan nomor kartu kredit yang lain untuk melengkapi pembelian Anda."
"Please enter password","Please enter password"
"Please enter password to confirm rollback.","Please enter password to confirm rollback."
"Please enter valid password.","Silakan masukan kata sandi yang berlaku"
"Please make sure that all global admin search modules are installed and activated.","Harap pastikan bahwa semua modul admin secara global pencarian diinstal dan diaktifkan ."
"Please make sure that your changes were saved before running the profile.","Silakan pastikan bahwa perubahan Anda di simpan sebelum menjalankan profil."
"Please make sure your passwords match.","Pastikan bahwa kata sandi anda cocok"
"Please select State/Province.","Silakan Pilih Negara/Provinsi."
"Please select a customer.","Silakan pilih pelanggan."
"Please select a store.","Silakan Pilih Toko."
"Please select an option.","Silakan pilih Opsi"
"Please select catalog searches.","Silakan Pilih Pencarian Katalog."
"Please select customer(s).","Silakan Pilih Pelanggan."
"Please select message(s).","Silakan Pilih Pesan."
"Please select one of the above options.","Silakan pilih salah satu dari pilihan diatas"
"Please select one of the options.","Silakan pilih salah satu dari pilihan"
"Please select review(s).","Silakan Pilih Tinjauan."
"Please select tag(s).","Silakan Pilih Tag."
"Please specify backup creation options","Please specify backup creation options"
"Please specify the admin custom URL.","Silakan tentukan URL khusus admin."
"Please try to logout and sign in again.","Silakan coba untuk keluar dan masuk lagi."
"Please type the letters from the image:","Please type the letters from the image:"
"Please use in this field only ""a-z,0-9,_"".","Please use in this field only ""a-z,0-9,_""."
"Please use letters only (a-z) in this field.","Silakan gunakan hanya huruf (a-z) di field ini."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Silakan gunakan hanya huruf (a-z) atau angka (0-9) atau ruang dan # hanya di field ini."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006."
"Please wait while the indexes are being refreshed.","Silahkan tunggu ketika indeks sedang diperbarui ";.;"
"Please wait, loading...","Silakan tunggu, memuat.."
"Please wait...","Silahkan tunggu..."
"Please, add some answers to this poll first.","Mohon, Beberapa Jawaban Pada Polling ini Terlebih dahulu."
"Please, select ""Visible in Stores"" for this poll first.","Please, select ""Visible in Stores"" for this poll first."
"Poll Manager","Pengatur Pol"
"Polls","Pol"
"Popular","Populer"
"Position","Posisi"
"Position of Watermark for %s","Posisi Tanda Air untuk %s"
"Pregenerated product images files.","file Gambar Produk Sebelum dihasilkan."
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Preview","Tinjauan"
"Preview Template","template Tinjauan"
"Price","Harga"
"Price alert subscription was saved.","Harga Tanda berlangganan berhasil disimpan."
"Price:","Harga:"
"Processed <strong>%s%% %s/%d</strong> records","Olahan <strong>%s%%%s/%d </ strong> catatan"
"Product","Produk"
"Product Name","Nama Produk"
"Product Reviews","Tinjauan produk"
"Product Tax Classes","Kelas Pajak Produk"
"Product Thumbnail Itself","Gambar kecil Produk itu Sendiri"
"Product is not loaded.","Produk tidak dimasukan."
"Product:","Produk:"
"Products","Produk"
"Products Bestsellers Report","Laporan Produk Terlaris"
"Products Most Viewed Report","Products Most Viewed Report"
"Products Ordered","Produk yang dipesan"
"Products in Carts","Produk dalam keranjang"
"Profile Action","Aksi Profil"
"Profile Actions XML","Aksi Profil XML"
"Profile Direction","Arahan Profil"
"Profile History","Riwayat Profil"
"Profile Information","Informasi Profil"
"Profile Name","Profil Nama"
"Profile Payments","Profil Pembayaran"
"Profile Schedule","Profil Jadwal"
"Profile Wizard","Panduan Profil"
"Profiles","Profil"
"Promo","Promo"
"Promotions","Promosi"
"Purchased Item","Item pembelian"
"Put store on the maintenance mode while backup creation","Put store on the maintenance mode while backup creation"
"Put store on the maintenance mode while rollback processing","Put store on the maintenance mode while rollback processing"
"Quantity","Quantity"
"Queue Refresh","Perbarui Deret"
"Queued... Cancel","Queued... Batal"
"REST Roles","REST Roles"
"Radio Buttons","Tombol Radio"
"Rates","Rates"
"Read details","Baca detil"
"Rebuild","Membangun Ulang"
"Rebuild Catalog Index","Indek katalog dibangun ulang"
"Rebuild Flat Catalog Category","Membangun ulang Kategori Katalog Datar"
"Rebuild Flat Catalog Product","Membangun ulang produk Katalog Datar"
"Recent Orders","Pesanan saat ini"
"Recent statistics have been updated.","Statistik terbaru telah diperbarui."
"Recurring Profile View","Lihat Profil berulang"
"Recursive Dir","Rekursif Dir"
"Redirect","Mengarahkan"
"Reference","Reference"
"Reference ID","Referensi ID"
"Refresh","perbarui"
"Refresh Now*","Perbarui Sekarang*"
"Refresh Statistics","Perbarui Statistis"
"Region/State","Wilayah/Negara Bagian"
"Regular Price:","Harga Regular:"
"Reject","Reject"
"Reject token authorization Pop Up for admin","Reject token authorization Pop Up for admin"
"Reject token authorization for admin","Reject token authorization for admin"
"Rejection Of Authorization","Rejection Of Authorization"
"Release","Rilis"
"Release Stability","Rilis Stabilitas"
"Release Version","Rilis Versi"
"Reload captcha","Reload captcha"
"Remote FTP","FTP Jauh"
"Remove","Menghapus"
"Reports","Laporan"
"Request Path","Meminta Jalur"
"Required","Dibutuhkan"
"Reset","Set ulang"
"Reset Filter","Set Ulang Filter"
"Reset Password","Reset Password"
"Reset a Password","Reset a Password"
"Resize","Pengukuran Ulang"
"Resource Access","Akses sumber daya"
"Resources","sumberdaya"
"Results","Hasil"
"Retrieve Password","Pengambilan Kata Sandi"
"Return Html Version","Kembali Ke Versi Html"
"Revenue","Revenue"
"Reviews","Tinjauan"
"Reviews and Ratings","Tinjauan dan tingkatan"
"Rewrite Rules","Rewrite Rules"
"Role ID","ID role"
"Role Info","Role Info"
"Role Information","Role Information"
"Role Name","Role Name"
"Role Resources","Cakupan Sumberdaya"
"Role Users","Role Users"
"Roles","Roles"
"Roles Resources","Sumber daya Role"
"Root Category","Kategori sumber"
"Rotate CCW","Putar CCW"
"Rotate CW","Putar CW"
"Run","Jalankan"
"Run Profile","Jalankan Profil"
"Run Profile Inside This Window","Jalankan Profil dalam Jendela Ini"
"Run Profile in Popup","Jalankan Profil dalam Popup"
"Running... Kill","Running... Kill"
"SKU","SKU"
"SKU:","SKU:"
"SSL Error: Invalid or self-signed certificate","SSL Error: Tidak Valid Atau Berdiri Sendiri menandai Sertifikat"
"Sales","Penjualan"
"Sales Report","Laporan penjualan"
"Samples","Contoh"
"Save","Simpan"
"Save & Generate","Simpan & Hasilkan"
"Save Account","Simpan Akun"
"Save Cache Settings","Simpan Pengaturan Cache"
"Save Config","Simpan Konfigurasi"
"Save Currency Rates","Simpan Kurs Valas"
"Save Profile","Simpan Profil"
"Save Role","Simpan Tugas"
"Save Template","Simpan template"
"Save User","Simpan Pengguna"
"Save and Continue Edit","Simpan dan lanjutkan sunting"
"Search","Cari"
"Search Index","Cari Indeks"
"Search Term","istilah pencarian"
"Search Terms","Syarat pencarian"
"Select","Pilih"
"Select All","Pilih semua"
"Select Category","Pilih Kategori"
"Select Date","Pilih tanggal"
"Select Range","Pilih kisaran"
"Select date","Pilih tanggal"
"Selected allowed currency ""%s"" is not available in installed currencies.","Selected allowed currency ""%s"" is not available in installed currencies."
"Selected base currency is not available in installed currencies.","Mata uang dasar yang dipilih tidak tersedia dalam mata uang Yang diinstal."
"Selected default display currency is not available in allowed currencies.","Mata uang terpilih standar tampilan tidak tersedia dalam mata uang diperbolehkan."
"Selected default display currency is not available in installed currencies.","Mata uang terpilih standar tampilan tidak tersedia dalam mata uang diperbolehkan."
"Self-assigned roles cannot be deleted.","role yang ditandai-sendiri tidak dapat dihapus."
"Sender","Pengirim"
"Separate Email","Email Terpisah"
"Shipment #%s comment added","Pengiriman #%s komentar ditambahkan"
"Shipment #%s created","Pengiriman #%s dibuat"
"Shipment Comments","Komentar Pengiriman"
"Shipment History","Riwayat pengiriman"
"Shipments","Pengiriman"
"Shipping","Ekspedisi"
"Shipping Address","Alamat Pengiriman"
"Shipping Address: ","Shipping Address: "
"Shipping Origin","Asal Pengiriman"
"Shipping Price","Harga Pengiriman"
"Shipping address selection is not applicable","pemilihan alamat Pengiriman  tidak berlaku "
"Shipping method must be specified.","Metode Pengiriman harus ditentukan."
"Shipping method selection is not applicable","Pemilihan metode pengiriman tidak berlaku"
"Shopping Cart","Cart belanja"
"Shopping Cart Price Rules","Aturan Harga Cart belanja"
"Shopping Cart from %s","cart Dari %s"
"Show By","Ditampilkan oleh"
"Show Report For:","Show Report For:"
"Show Reviews","Perlihatkan Tinjauan"
"Sitemap Information","Peta Situs Informasi"
"Size for %s","Ukuran Untuk %s"
"Skip Category Selection","Lewati Pilihan Kategori"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Beberapa barang yang telah dipesan yang tidak ada lagi dalam katalog dan akan dihilangkan Jika  Anda mencoba untuk merubah pesanan."
"Sorry, this feature is coming soon...","Maaf, Fitur ini akan segera ada..."
"Special Price:","Harga khusus:"
"Specific Countries","Specific Countries"
"Specified","Spesifik"
"Specified profile does not exist.","Profil yang Ditentukan tidak ada "."
"Spreadsheet Name:","Nama Spreadsheet:"
"Start Date","Tanggal mulai"
"Starting profile execution, please wait...","memulai eksekusi profil, silakan tunggu..."
"State/Province:","Negara/Provinsi:"
"Static Blocks","Blok statis"
"Status","Status"
"Status:","Status:"
"Stock Quantity:","Kuantitas Stok:"
"Stock notification was saved.","Notifikasi Stok telah disimpan."
"Store","Toko"
"Store Email Addresses Section","Bagian Alamat Email Toko"
"Store View","Tampilan toko"
"Store:","Toko:"
"Stores","Toko"
"Subject","Subyek"
"Submit","Mengajukan"
"Subpackage cannot be conflicting.","Subpaket tidak dapat bertentangan."
"Subtotal","Subtotal"
"Switch/Solo card issue number: %s","Beralih/Memberikan nomer kartu tunggal: %s"
"Switch/Solo card start Date: %s/%s","Beralih/Mulai hari kartu tunggal: %s/%s"
"Switch/Solo/Maestro Only","Ganti/Solo/Hanya maestro"
"Switch/Solo/Maestro(UK Domestic) Only","Beralih/Tunggal/Maestro(UK Domestic) Hanya"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Beralih/Solo/Maestro(UK Domestik) nomor terbit kartu: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","berpindah/Solo/Maestro(UK Domestik) Tanggal mulai kartu: %s/%s"
"Symbol","Symbol"
"Synchronization is required.","Sinkronisasi dibutuhkan."
"Synchronization of media storages has been successfully completed.","Sinkronisasi media penyimpanan telah berhasil dilengkapi."
"Synchronize","Singkronisasi"
"Synchronizing %s to %s","Sinkronisasi %s ke %s"
"Synchronizing...","Sinkronisasi..."
"System","System"
"System Section","Bagian Sistem"
"System busy","Sistem sibuk"
"Tags","Tag"
"Target Path","Jalur Target"
"Tax","Tax"
"Tb","Tb"
"Template","Template"
"Template Content","Isi template"
"Template Information","Informasi template"
"Template Name","Nama template"
"Template Styles","Template Styles"
"Template Subject","Subyek template"
"Template Type","Jenis template"
"Temporary (302)","Sementara (302)"
"Terms and Conditions","Syarat dan kondisi"
"Text","Teks"
"The Catalog Rewrites were refreshed.","Katalog Rewrites Telah diperbarui."
"The CatalogInventory Stock Status has been rebuilt.","Status Stok CatalogInventory  telah dibuat ulang."
"The Comment Text field cannot be empty.","Kolom teks komentar tidak boleh kosong."
"The Flat Catalog Product was rebuilt","Produk Flat Katalog Telah dibuat ulang"
"The JavaScript/CSS cache has been cleaned.","JavaScript/CSS cache telah dibersihkan."
"The JavaScript/CSS cache has been cleared.","JavaScript/CSS cache telah dibersihkan."
"The Layered Navigation indexing has been queued.","Pengindekan navigasi berlapis telah diurutkan."
"The Layered Navigation indexing queue has been canceled.","Pengurutan indeks navigasi berlapis telah dibatalkan."
"The Layered Navigation indices were refreshed.","Indeks Navigasi berlapis telah diperbarui."
"The Layered Navigation process has been queued to be killed.","Proses navigasi berlapis telah diurutkan untuk ditutup."
"The Magento cache storage has been flushed.","Penyimpanan Magento cache telah dialiri."
"The URL Rewrite has been deleted.","URL Rewrite telah dihapus."
"The URL Rewrite has been saved.","URL Rewrite telas disimpan."
"The account has been saved.","Akun telah disimpan."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"The attribute set has been removed.","Set atribut telah dihilangkan."
"The backup's creation process will take time.","The backup's creation process will take time."
"The billing agreement has been canceled.","Perjanjian penagihan telah dibatalkan."
"The billing agreement has been deleted.","Perjanjian penagihan telah dihapus."
"The cache storage has been flushed.","Penyimpanan Cache Telah Dialiri."
"The carrier needs to be specified.","Pembawa harus ditentukan."
"The catalog index has been rebuilt.","Indek Katalog Telah dibuat Ulang."
"The catalog rewrites have been refreshed.","Penulisan ulang katalog telah diPerbarui."
"The configuration has been saved.","Konfigurasi telah disimpan."
"The credit memo has been canceled.","Memo kredit telah dibatalkan."
"The credit memo has been created.","Memo kredit telah dibuat."
"The credit memo has been voided.","Memo Kredit telah dibatalkan."
"The custom variable has been deleted.","Variabel khusus telah dihapus."
"The custom variable has been saved.","Variabel Khusus telah diSimpan."
"The customer has been deleted.","Pelanggan elah dihapus."
"The customer has been saved.","Pelanggan telah disimpan."
"The design change has been deleted.","Perubahan desain telah dihapus."
"The design change has been saved.","Perubahan desain telah disimpan."
"The email address is empty.","Alamat email kosong."
"The email template has been deleted.","template email telah dihapus."
"The email template has been saved.","template email telah disimpan."
"The flat catalog category has been rebuilt.","Kategori katalog datar telah dibangun ulang."
"The group node name must be specified with field node name.","Nama simpul kelompok harus ditentukan dengan nama bidang simpul."
"The image cache was cleaned.","Gambar cache telah dibersihkan."
"The image cache was cleared.","Gambar cache telah dibersihkan."
"The invoice and shipment have been created.","Faktur dan pengiriman telah dibuat."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","The invoice and the shipment  have been created. The shipping label cannot be created at the moment."
"The invoice has been canceled.","Faktur telah dibatalkan."
"The invoice has been captured.","Faktur telah diambil."
"The invoice has been created.","Faktur telah dibuat."
"The invoice has been voided.","Faktur telah dibatalkan."
"The invoice no longer exists.","Faktur tidak ada lagi."
"The item %s (SKU %s) does not exist in the catalog anymore.","The item %s (SKU %s) does not exist in the catalog anymore."
"The order does not allow creating an invoice.","Pesanan tidak dapat dibuat dalam faktur."
"The order no longer exists.","Pesanan tidak ada lagi."
"The poll has been deleted.","Poling telah dihapus."
"The poll has been saved.","Poling telah disimpan."
"The profile has been deleted.","Profil telah dihapus."
"The profile has been saved.","Profil telah disimpan."
"The profile has been updated.","Profil telah diperbarui."
"The profile has no changes.","Profil tidak ada perubahan."
"The profile you are trying to save no longer exists","Profil yang Anda coba untuk simpan tidak ada lagi"
"The rating has been deleted.","Peringkat telah dihapus."
"The rating has been saved.","Peringkat telah disimpan."
"The role has been deleted.","role telah dihapus."
"The role has been saved.","The role has been saved."
"The role has been successfully saved.","Tugas telah berhasil disimpan."
"The search index has been rebuilt.","Indek pencarian telah dibuat ulang."
"The shipment has been created.","Pengiriman telah dibuat."
"The shipment has been sent.","Pengiriman telah dikirim."
"The shipping label has been created.","Label pengiriman telah dibuat."
"The tag has been deleted.","Tag belum dihapus"
"The tag has been saved.","Tag telah disimpan."
"The transaction details have been updated.","The transaction details have been updated."
"The user has been deleted.","Pengguna telah dihapus."
"The user has been saved.","Pengguna telah disimpan."
"Themes JavaScript and CSS files combined to one file.","Tema JavaScript dan file CSS dikombinasikan kedalam satu file."
"There is an error in one of the option rows.","Ada Error pada salah satu pilihan baris."
"This Account is","Akun ini adalah"
"This Email template no longer exists.","template Email ini tidak ada."
"This Role no longer exists","role ini tidak ada"
"This Role no longer exists.","role ini tidak ada."
"This account is","Akun ini adalah"
"This account is inactive.","Akun ini tidak aktif."
"This action cannot be undone.","This action cannot be undone."
"This attribute set does not have attributes which we can use for configurable product","Mengatur atribut ini tidak memiliki atribut yang dapat kita gunakan untuk produk dikonfigurasi"
"This attribute shares the same value in all the stores","Atribut ini berbagi nilai yang sama pada semua toko"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","This is a demo store. Any orders placed through this store will not be honored or fulfilled."
"This is a required field.","field ini dibutuhkan."
"This product is currently disabled.","Produk ini untuk sekarang tidak ada."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed."
"This section is not allowed.","Bagian ini tidak diijinkan."
"This user no longer exists.","Pengguna ini tidak ada lagi."
"Time","Waktu"
"Time selection:","Pilihan waktu:"
"Time:","Waktu:"
"Timeout limit for response from synchronize process was reached.","Batas waktu habis untuk tanggapan dari proses sinkronisasi dicapai."
"To","Ke"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","Untuk membatalkan otorisasi tertunda dan jumlah rilis yang sudah diproses selama pembayaran ini, klik Batal ";.;"
"To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website.","To use PayPal Payflow Link, you must configure your PayPal Payflow Link account on the PayPal website."
"To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website.","To use PayPal Payments Advanced, you must configure  your PayPal Payments Advanced account on the PayPal website."
"Toggle Editor","Toggle Editor"
"Tools","Alat"
"Top 5 Search Terms","Syarat pencarian top 5"
"Total","Total"
"Total Invoiced","Total Invoice"
"Total Order Amount","Jumlah Pesanan Total"
"Total Refunded","Total Dikembalikan"
"Total of %d record(s) have been deleted.","Total dari %d record Telah dihapus."
"Total of %d record(s) have been updated.","Total of %d record telah dihapus."
"Total of %d record(s) were canceled.","Total dari %d catatan(s) dibatalkan."
"Total of %d record(s) were deleted","Total of %d record(s) were deleted"
"Total of %d record(s) were deleted.","Total of %d record(s) were deleted."
"Total of %d record(s) were updated","Total of %d record(s) were updated"
"Total of %d record(s) were updated.","Total of %d record(s) were updated."
"Track Order","Lacak Pesanan"
"Track this shipment","Lacak pengiriman ini"
"Tracking number %s for %s assigned","Nomor Pelacakan %s untuk%s ditandai"
"Tracking number cannot be empty.","Nomor pelacakan tidak bisa kosong."
"Transaction Data","Transaksi Data"
"Transaction Details","Rincian Transaksi"
"Transaction ID","ID Transaksi"
"Transaction Type","Tipe transaksi"
"Transactional Emails","Email Transaksi"
"Transactions","Transaksi"
"Try Magento Go for Free","Coba Magento Go secara gratis"
"Type","Jenis"
"Type:","Jenis:"
"URL Rewrite","Tulis Ulang URL"
"URL Rewrite Information","Informasi Tulis Ulang URL"
"URL Rewrite Management","Manajemen URL Rewrite"
"Unable to cancel the credit memo.","tidak bisa membatalkan memo kredit."
"Unable to find a Email Template to delete.","Tidak bisa menemukan template sebuah Email untuk dihapus."
"Unable to find a poll to delete.","Tidak bisa menemukan sebuah poling untuk dihapus."
"Unable to find a tag to delete.","Tidak bisa menemukan sebuah tag untuk dihapus."
"Unable to find a user to delete.","Tidak bisa menemukan pengguna untuk dihapus."
"Unable to initialize import model","Tidak dapat menginisialisasi model impor"
"Unable to refresh lifetime statistics.","Tidak dapat memperbarui statistik masa pakai."
"Unable to refresh recent statistics.","tidak dapat memperbarui statistik saat ini."
"Unable to save Cron expression","Unable to save Cron expression"
"Unable to save the cron expression.","tidak dapat menyimpan cron expression."
"Unable to save the invoice.","Tidak dapat menyimpan Faktur."
"Unable to send the invoice email.","Tidak dapat mengirim faktur email."
"Unable to send the shipment email.","Tidak dapat mengirim email pengiriman."
"Unable to update transaction details.","Unable to update transaction details."
"Unable to void the credit memo.","Tidak dapat membatalkan memo kredit."
"Unknown","Tidak diketahui"
"Unlimited","Tidak terbatas"
"Update","Perbarui"
"Updated At","Diperbarui pada"
"Upload File","Unggah file"
"Upload Files","Unggah file"
"Upload HTTP Error","Mengunggah HTTP Error"
"Upload I/O Error","Unggah I/O Error"
"Upload Security Error","Unggah Keamanan Error"
"Upload import file","Unggah file impor"
"Uploaded file is larger than %.2f kilobytes allowed by server","Uploaded file is larger than %.2f kilobytes allowed by server"
"Use All Available Attributes","Use All Available Attributes"
"Use Config Settings","Gunakan setelan konfigurasi"
"Use Default","Use Default"
"Use Default Value","Gunakan nilai standar"
"Use Default Variable Values","Gunakan standar Nilai Variabel"
"Use FTP Connection","Use FTP Connection"
"Use Website","Use Website"
"Used Currently For","Saat Digunakan untuk"
"Used as Default For","Digunakan sebagai Standar Untuk"
"User Email","Pengguna Email"
"User ID","ID Pemakai"
"User Info","Info Pengguna"
"User Information","Informasi Pengguna"
"User Name","User Name"
"User Name is required field.","Nama pengguna dibutuhkan bidang."
"User Name:","Nama pengguna:"
"User Password","Gunakan kata sandi"
"User Role","role Pengguna"
"User Roles","Peran Pengguna"
"User Roles Information","Informasi role Pengguna"
"User Type Resources","User Type Resources"
